"tipo_reg"	"cod_uf"	"num_seq"	"num_dv"	"cod_domc"	"num_uc"	"num_informante"	"num_ext_renda"	"fator_expansao1"	"fator_expansao2"	"cod_sabe_ler"	"cod_freq_escola"	"cod_curso_freq"	"cod_dur_primeiro_grau_eh"	"cod_serie_freq"	"cod_nivel_instr"	"cod_dur_primeiro_grau_era"	"cod_serie_com_aprovacao"	"cod_concluiu_curso"	"cod_tem_cartao"	"cod_ehtitular_cartao"	"cod_tem_cheque"	"cod_ehtitular_conta"	"renda_bruta_monetaria"	"renda_bruta_nao_monetaria"	"renda_total"	"cod_tem_plano"	"cod_ehtitular"	"cod_num_dependente"	"cod_leite_materno"	"meses_leite_materno"
"131"	3	53	7	7	6	1	4	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	16671.08	739.54	17410.62	0	0	0	0	0
"132"	3	53	7	7	9	1	1	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	2964.52	11	2975.52	0	0	0	0	0
"133"	3	53	7	7	9	1	2	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	2964.52	11	2975.52	0	0	0	0	0
"134"	3	53	7	7	9	1	3	2	708.30786026	877.59531031	0	0	0	0	0	0	0	0	0	0	0	0	0	2964.52	11	2975.52	0	0	0	0	0
"135"	3	53	8	5	10	1	1	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	797.25	31.33	828.58	0	0	0	0	0
"136"	3	53	8	5	10	1	2	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	797.25	31.33	828.58	0	0	0	0	0
"137"	3	53	8	5	12	1	1	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	3523.67	1530	5053.67	0	0	0	0	0
"138"	3	53	8	5	12	1	2	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	3523.67	1530	5053.67	0	0	0	0	0
"139"	3	53	8	5	12	1	3	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	3523.67	1530	5053.67	0	0	0	0	0
"140"	3	53	8	5	12	1	4	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	3523.67	1530	5053.67	0	0	0	0	0
"141"	3	53	8	5	13	1	1	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	11294.07	1052.59	12346.65	0	0	0	0	0
"142"	3	53	8	5	13	1	2	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	11294.07	1052.59	12346.65	0	0	0	0	0
"143"	3	53	8	5	13	1	3	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	11294.07	1052.59	12346.65	0	0	0	0	0
"144"	3	53	8	5	13	1	4	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	11294.07	1052.59	12346.65	0	0	0	0	0
"145"	3	53	8	5	2	1	1	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	2379.2	1285.2	3664.4	0	0	0	0	0
"146"	3	53	8	5	2	1	2	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	2379.2	1285.2	3664.4	0	0	0	0	0
"147"	3	53	8	5	3	1	1	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	7887.54	2550	10437.54	0	0	0	0	0
"148"	3	53	8	5	3	1	2	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	7887.54	2550	10437.54	0	0	0	0	0
"149"	3	53	8	5	3	1	3	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	7887.54	2550	10437.54	0	0	0	0	0
"150"	3	53	8	5	7	1	1	2	806.17718447	998.85566158	0	0	0	0	0	0	0	0	0	0	0	0	0	902.63	0	902.63	0	0	0	0	0
