"tipo_reg"	"cod_uf"	"num_seq"	"num_dv"	"cod_domc"	"num_uc"	"num_informante"	"num_ext_renda"	"fator_expansao1"	"fator_expansao2"	"cod_cond_vida"	"cod_qtd_ali"	"cod_tip_ali"	"renda_bruta_monetaria"	"renda_bruta_nao_monetaria"	"renda_total"	"val_rend_min"	"val_rec_min_ali"	"cod_raz_nao_ali"	"cod_cond_serv_agua"	"cod_cond_col_lixo"	"cod_cond_ilu_rua"	"cod_limpeza"	"cod_cond_dren_chuv"	"cod_forn_ener_elet"	"cod_transporte"	"cod_educacao"	"cod_saude"	"cod_lazeresporte"	"cod_esgotamento"	"cod_pouco_espaco"	"cod_viz_barulhe"	"cod_casa_escura"	"cod_telhado_got"	"cod_par_chao_umid"	"cod_made_deteriora"	"cod_pol_tran_indu"	"cod_vio_area_resid"	"cod_inundacoes"	"cod_cond_morada"	"cod_atraso_alug"	"cod_atraso_desp"	"cod_atraso_pres"
"231"	4	53	33	6	6	1	1	3	416.7539865	516.35929039	3	1	1	1357.78	200	1557.78	2000	400	0	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	3	2	2
"232"	4	53	33	6	7	1	1	3	416.7539865	516.35929039	2	3	2	1702.31	248	1950.31	2000	1000	1	1	2	2	2	2	2	2	1	2	2	1	1	1	2	2	1	2	1	1	2	2	2	2	2
"233"	4	53	33	6	8	1	1	3	416.7539865	516.35929039	2	2	2	588	495.98	1083.98	800	250	1	1	1	2	2	1	1	2	1	2	3	1	2	1	2	2	2	2	2	2	2	2	3	2	2
"234"	4	53	33	6	9	1	1	3	416.7539865	516.35929039	3	1	2	401.1	804.12	1205.22	1500	500	1	1	1	1	1	1	1	1	2	2	3	1	2	2	2	2	2	2	2	1	2	2	2	1	1
"235"	4	53	34	4	1	1	1	3	548.30816072	679.35525984	5	3	1	6857.5	582.83	7440.33	5000	1000	0	1	1	1	2	2	1	2	2	1	1	1	2	1	1	2	1	2	1	1	2	1	2	2	2
"236"	4	53	34	4	10	1	1	3	548.30816072	679.35525984	3	3	1	3975.06	387.92	4362.97	5000	600	0	1	1	2	2	1	1	2	1	1	1	1	2	2	2	2	2	2	1	2	2	1	3	2	2
"237"	4	53	34	4	11	1	2	3	548.30816072	679.35525984	3	3	1	3329.87	174.12	3503.99	5000	400	0	1	1	2	2	2	1	2	2	2	3	1	2	2	2	2	2	2	1	1	2	1	2	2	2
"238"	4	53	34	4	12	1	1	3	548.30816072	679.35525984	2	3	1	7414.28	0	7414.28	6000	700	0	1	1	2	2	1	2	3	1	2	3	1	1	2	2	2	2	1	2	1	2	3	1	1	1
"239"	4	53	34	4	14	1	2	3	548.30816072	679.35525984	3	3	2	6060	458.23	6518.23	7000	2000	1	1	1	1	1	2	1	2	2	2	3	2	1	2	2	2	2	2	2	1	2	2	2	2	2
"240"	4	53	34	4	2	1	2	3	548.30816072	679.35525984	5	3	1	2020.71	489.6	2510.31	2000	500	0	1	1	1	2	1	1	1	2	1	3	1	2	2	2	2	2	2	1	2	2	1	3	2	1
"241"	4	53	34	4	3	1	1	3	548.30816072	679.35525984	3	3	1	4069.22	590.83	4660.05	5000	1000	0	1	1	1	1	1	1	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	3	1	2
"242"	4	53	34	4	4	1	2	3	548.30816072	679.35525984	1	2	2	1576.28	37.5	1613.78	2000	800	1	1	1	1	2	1	1	2	1	2	3	1	2	1	2	2	2	2	2	2	2	1	1	2	3
"243"	4	53	34	4	5	1	2	3	548.30816072	679.35525984	3	3	2	3005.5	0	3005.5	5000	1000	1	1	1	1	1	1	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2
"244"	4	53	34	4	6	1	1	3	548.30816072	679.35525984	2	2	2	636	112.3	748.3	1000	400	1	1	1	2	1	1	1	2	2	2	2	1	2	2	2	2	1	1	1	2	2	2	3	1	2
"245"	4	53	34	4	7	1	1	3	548.30816072	679.35525984	4	1	2	1125.5	341.08	1466.58	5000	700	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	2	2	2	2	1	2	1	3	2	2
"246"	4	53	34	4	8	1	3	3	548.30816072	679.35525984	2	3	2	2246.38	505.33	2751.71	2500	500	1	1	1	1	2	2	1	2	2	2	2	1	1	1	2	2	2	2	1	1	2	2	2	1	2
"247"	4	53	35	2	1	1	2	4	466.92957549	578.52697773	3	3	2	3060	0	3060	5000	1000	1	1	1	2	2	3	1	2	2	3	3	1	2	2	2	2	2	2	1	1	2	1	1	2	2
"248"	4	53	35	2	10	1	1	4	466.92957549	578.52697773	2	3	2	4290.82	597.58	4888.4	3500	800	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	0	2
"249"	4	53	35	2	13	1	1	4	466.92957549	578.52697773	3	2	2	2625	50	2675	5000	1500	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2
"250"	4	53	35	2	5	1	1	4	466.92957549	578.52697773	3	1	2	11406.63	12.12	11418.75	4000	1000	1	1	1	1	1	1	1	1	2	2	3	1	1	1	2	2	2	2	1	1	2	2	2	2	2
"251"	4	53	35	2	7	1	1	4	466.92957549	578.52697773	5	3	1	8988.43	571.47	9559.9	8000	1000	0	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2	2	2	1	1	1	1	2	2	2
"252"	4	53	35	2	8	1	2	4	466.92957549	578.52697773	3	3	1	8202.55	0	8202.55	5000	1200	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	2	1	2
"253"	4	53	35	2	9	1	1	4	466.92957549	578.52697773	5	3	2	3905.48	589.92	4495.4	8000	600	3	1	2	2	2	1	1	2	2	2	2	1	1	1	2	2	2	2	1	1	2	3	2	2	2
"254"	4	53	36	0	13	1	4	4	1550.25	1920.76384597	5	3	1	9276.97	320.95	9597.92	7000	1000	0	1	1	1	2	2	1	2	1	1	1	1	1	2	2	2	2	2	1	2	2	1	2	2	2
"255"	4	53	36	0	4	1	1	4	1550.25	1920.76384597	3	2	2	6262.81	468.65	6731.46	5000	500	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	2	2	2	2	2	1	3	1	2
"256"	4	53	36	0	7	1	1	4	1550.25	1920.76384597	2	3	2	3614.87	524.36	4139.22	5000	600	1	1	1	1	1	2	1	2	2	1	3	1	2	2	2	2	2	2	1	0	2	1	2	2	2
"257"	4	53	36	0	8	1	1	4	1550.25	1920.76384597	5	3	1	6665.83	459	7124.83	7000	1000	0	1	1	1	2	2	1	2	1	1	2	1	1	1	2	2	2	2	1	1	2	1	3	1	2
"258"	4	53	37	9	1	1	1	4	1548.7899061	1918.95478578	5	3	1	7250.1	667.4	7917.5	6000	600	0	1	1	1	1	1	1	1	1	2	3	1	2	2	2	2	1	2	2	1	2	1	2	2	2
"259"	4	53	37	9	2	1	1	4	1548.7899061	1918.95478578	3	3	2	12183.33	408	12591.33	20000	3000	1	2	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	1	1	2	2	3	2	2
"260"	4	53	37	9	4	1	2	4	1548.7899061	1918.95478578	5	3	1	6626.97	380.19	7007.16	5000	400	0	1	1	1	1	2	1	1	2	1	2	1	2	1	2	2	2	2	2	1	2	1	2	2	3
"261"	4	53	37	9	5	1	4	4	1548.7899061	1918.95478578	4	3	1	1228.61	510	1738.61	3000	1000	0	1	1	1	2	1	1	1	1	2	1	1	2	1	2	2	2	2	1	1	2	1	2	2	2
"262"	4	53	37	9	7	1	1	4	1548.7899061	1918.95478578	5	3	1	6112.67	594.67	6707.33	3000	400	0	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	2	2	2
"263"	4	53	38	7	1	1	1	4	539.74789135	668.74906347	6	3	1	5032.57	532.68	5565.25	5000	1000	0	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2
"264"	4	53	38	7	10	1	1	4	539.74789135	668.74906347	3	3	2	2730.53	0	2730.53	3000	1000	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	1	1	1	2	2	2	2	2	2	3
"265"	4	53	38	7	11	1	1	4	539.74789135	668.74906347	3	3	1	7035.54	329.03	7364.57	10000	1000	0	2	1	2	2	2	1	2	1	1	1	2	2	2	2	2	2	2	2	0	2	1	3	2	2
"266"	4	53	38	7	2	1	2	4	539.74789135	668.74906347	5	3	1	4638.65	705.39	5344.04	4000	2000	0	1	2	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	1	3	3	3
"267"	4	53	38	7	3	1	1	4	539.74789135	668.74906347	3	3	1	20142.15	1566.26	21708.41	16000	2000	0	1	2	1	1	3	1	2	1	1	1	1	2	1	2	2	2	2	2	2	2	1	3	2	2
"268"	4	53	38	7	7	1	1	4	539.74789135	668.74906347	3	3	1	4349.75	752.89	5102.64	8000	2500	0	1	1	1	1	1	1	2	1	2	3	2	1	2	1	1	2	2	1	2	1	1	2	1	2
"269"	4	53	39	5	1	1	2	4	368.33102087	456.36310804	4	3	2	5745.58	451.16	6196.74	10000	800	1	2	1	2	2	1	1	2	2	2	2	1	1	2	2	2	1	2	2	1	2	2	3	1	2
"270"	4	53	39	5	10	1	1	4	368.33102087	456.36310804	3	3	2	1103	728.96	1831.96	1500	350	3	1	1	1	1	1	1	2	2	2	3	1	2	2	2	2	2	2	2	2	2	1	3	2	2
"271"	4	53	39	5	11	1	1	4	368.33102087	456.36310804	3	3	1	684.95	211.49	896.44	1000	300	0	1	1	1	2	2	1	1	2	2	1	1	2	2	2	2	2	2	1	2	2	1	3	2	2
"272"	4	53	39	5	15	1	1	4	368.33102087	456.36310804	3	2	2	450.28	417.58	867.86	1860	1600	1	1	1	1	1	1	1	1	2	2	3	1	1	1	1	2	2	2	1	1	2	2	3	2	2
"273"	4	53	39	5	18	1	2	4	368.33102087	456.36310804	4	2	1	3776.2	22	3798.2	3000	600	0	2	1	1	1	2	1	2	1	1	3	1	1	1	2	2	2	2	2	1	2	1	3	1	1
"274"	4	53	39	5	20	1	1	4	368.33102087	456.36310804	2	2	2	1108.5	0	1108.5	2000	500	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	2	2	1	2	2	2	1	2
"275"	4	53	39	5	3	1	1	4	368.33102087	456.36310804	2	3	1	902.38	430.45	1332.82	1400	400	0	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	2	2	2	2	1	3	1	3
"276"	4	53	39	5	4	1	1	4	368.33102087	456.36310804	4	2	2	11801.62	0	11801.62	3500	950	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	3
"277"	4	53	39	5	6	1	1	4	368.33102087	456.36310804	1	3	1	2774	0	2774	4000	800	0	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2
"278"	4	53	39	5	7	1	1	4	368.33102087	456.36310804	1	3	1	915.43	44.17	959.6	2500	1500	0	1	1	1	1	1	1	2	2	2	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2
"279"	4	53	40	9	12	1	1	4	1286.18530184	1593.58698725	4	3	1	10804.82	954.68	11759.5	4000	600	0	1	1	1	2	1	1	2	1	2	3	1	2	2	2	2	2	2	2	2	2	2	3	2	2
"280"	4	53	40	9	13	1	1	4	1286.18530184	1593.58698725	4	3	1	865.66	600	1465.66	900	450	0	1	1	1	1	1	1	1	1	1	3	1	2	2	2	2	2	2	2	1	2	1	3	2	1
"281"	4	53	40	9	3	1	1	4	1286.18530184	1593.58698725	4	2	2	5519.2	1422.75	6941.96	5000	1000	3	1	1	1	1	2	1	2	1	2	1	1	2	2	2	2	2	2	2	2	2	1	3	1	1
"282"	4	53	40	9	4	1	1	4	1286.18530184	1593.58698725	1	2	2	1000	0	1000	1800	250	1	2	1	2	1	1	1	2	1	2	2	1	1	2	2	1	1	1	2	1	2	3	1	1	1
"283"	4	53	40	9	5	1	1	4	1286.18530184	1593.58698725	1	2	2	808	0	808	1300	500	1	2	1	1	1	1	2	2	2	1	3	2	1	1	2	1	1	1	2	2	2	3	2	2	1
"284"	4	53	41	7	1	1	1	4	1938.13946459	2401.35991746	2	3	1	5100	548	5648	5000	2500	0	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	1	2	2	2	2	1	3	2	2
"285"	4	53	41	7	12	1	1	4	1938.13946459	2401.35991746	4	3	1	450.62	500	950.62	2000	500	0	1	1	1	1	2	1	1	1	1	3	1	2	2	2	2	1	2	2	2	2	2	2	2	2
"286"	4	53	41	7	2	1	2	4	1938.13946459	2401.35991746	3	2	3	943	34.17	977.17	1800	450	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2
"287"	4	53	41	7	9	1	2	4	1938.13946459	2401.35991746	4	1	3	1310	574.83	1884.83	7000	500	3	1	1	1	1	1	1	2	1	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	2
"288"	4	53	42	5	1	1	2	4	642.82555283	796.46255838	5	3	1	15164	1758.8	16922.8	1500	700	0	1	1	1	1	1	1	2	1	2	1	1	2	2	2	2	2	2	2	1	2	1	3	2	2
"289"	4	53	42	5	10	1	1	4	642.82555283	796.46255838	2	3	2	10391.38	0	10391.38	5000	900	1	1	1	1	1	2	1	1	1	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2
"290"	4	53	42	5	12	1	2	4	642.82555283	796.46255838	1	2	2	455.45	757.67	1213.12	1000	400	1	1	1	1	1	1	1	1	2	2	3	1	2	1	2	2	2	2	2	2	2	2	3	2	3
"291"	4	53	42	5	14	1	2	4	642.82555283	796.46255838	3	3	2	2538.19	380	2918.19	4000	500	1	1	1	1	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	1	3	2	2
"292"	4	53	42	5	15	1	1	4	642.82555283	796.46255838	2	2	2	4275	0	4275	8000	4000	1	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1	2	3	2	1	3
"293"	4	53	42	5	2	1	1	4	642.82555283	796.46255838	3	3	1	1465.48	751	2216.48	2000	300	0	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2
"294"	4	53	42	5	4	1	3	4	642.82555283	796.46255838	1	2	2	2655.63	26.67	2682.29	5000	1500	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	2	2	3	1	1	1
"295"	4	53	42	5	5	1	1	4	642.82555283	796.46255838	2	3	1	1590	887	2477	4000	800	0	1	1	2	2	1	1	1	2	2	2	1	2	2	2	2	2	2	1	2	2	1	3	2	3
"296"	4	53	42	5	6	1	2	4	642.82555283	796.46255838	3	2	2	3466.86	738.37	4205.23	4000	900	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	1	2	2	2	2	2	2	1	1
"297"	4	53	42	5	8	1	2	4	642.82555283	796.46255838	5	3	1	11370	99.56	11469.56	6000	1000	0	1	1	1	2	1	1	2	1	2	2	2	2	2	1	2	1	1	2	2	2	1	3	2	2
"298"	4	53	42	5	9	1	1	4	642.82555283	796.46255838	5	3	1	10719.54	530.65	11250.19	5000	1500	0	2	1	1	2	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	3	2	3
"299"	4	53	43	3	13	1	2	4	1368.97470449	1696.16327588	5	3	1	6803.33	500	7303.33	1300	700	0	1	1	1	1	1	1	2	2	2	3	1	2	2	2	2	2	2	2	2	2	1	2	2	2
"300"	4	53	43	3	2	1	1	4	1368.97470449	1696.16327588	5	3	1	6895	383.33	7278.33	10000	600	0	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	2	1	2	2	2
"301"	4	53	43	3	3	1	2	4	1368.97470449	1696.16327588	4	3	3	1570.76	400	1970.76	1000	300	1	1	1	2	2	2	1	2	2	2	1	1	2	1	2	2	2	2	1	2	2	2	3	2	2
"302"	4	53	43	3	5	1	1	4	1368.97470449	1696.16327588	4	3	1	10718.5	0	10718.5	10000	800	0	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	2	2	2	1	2	2	2
"303"	4	53	43	3	8	1	2	4	1368.97470449	1696.16327588	5	3	1	1886	450	2336	1400	300	0	1	1	1	1	1	1	1	2	1	3	1	2	1	2	2	2	2	2	2	2	1	2	2	2
"304"	4	53	44	1	1	1	1	5	994.46813397	1232.14864551	3	2	2	1868.6	56	1924.6	2300	800	1	3	1	2	3	1	1	3	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2
"305"	4	53	44	1	12	1	1	5	994.46813397	1232.14864551	3	2	2	776.52	612	1388.52	2000	500	1	2	1	1	3	1	1	2	3	3	3	3	2	2	2	1	1	2	2	2	2	1	2	1	1
"306"	4	53	44	1	14	1	1	5	994.46813397	1232.14864551	2	2	2	630	188.89	818.89	700	220	1	1	1	3	3	2	1	2	2	2	3	3	1	2	2	1	1	1	2	1	2	3	1	2	1
"307"	4	53	44	1	15	1	1	5	994.46813397	1232.14864551	5	3	1	18889.38	447	19336.38	2300	1000	0	1	1	2	1	2	1	2	2	3	3	3	2	1	2	2	2	2	2	1	2	1	2	2	2
"308"	4	53	44	1	2	1	1	5	994.46813397	1232.14864551	2	1	2	1091.25	3.33	1094.58	1500	500	1	1	1	1	3	1	1	2	2	2	3	2	1	1	1	1	2	1	2	2	2	3	2	2	2
"309"	4	53	44	1	3	1	1	5	994.46813397	1232.14864551	3	3	1	12038	671.25	12709.25	10000	1000	0	1	3	2	2	1	1	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	3	2	3
"310"	4	53	44	1	4	1	1	5	994.46813397	1232.14864551	1	1	1	327	0	327	700	300	0	1	1	2	2	2	2	2	2	2	3	2	1	2	2	2	2	2	2	2	2	3	1	1	3
"311"	4	53	44	1	5	1	2	5	994.46813397	1232.14864551	1	1	2	199.57	4.95	204.51	800	200	1	1	2	2	3	3	1	3	3	3	3	3	2	1	2	1	1	2	2	2	2	2	2	1	1
"312"	4	53	44	1	6	1	1	5	994.46813397	1232.14864551	1	1	3	1073.84	4.46	1078.3	2000	600	1	1	1	2	2	2	3	3	3	3	3	3	2	2	1	2	1	2	2	2	2	1	2	2	1
"313"	4	53	44	1	7	1	1	5	994.46813397	1232.14864551	3	3	1	6229	261.79	6490.79	10000	1800	0	1	1	1	1	3	1	2	3	3	3	3	2	2	2	2	1	2	2	1	1	2	2	1	2
"314"	4	53	45	0	1	1	2	5	648.51214128	803.5082565	3	2	1	837.74	22.92	860.66	2000	400	0	1	2	1	1	1	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	1	2	2	2
"315"	4	53	45	0	11	1	1	5	648.51214128	803.5082565	4	3	1	3566.52	286.96	3853.48	2000	1200	0	1	1	2	1	1	2	2	1	2	3	1	2	2	2	2	2	2	2	1	2	1	3	2	2
"316"	4	53	45	0	13	1	1	5	648.51214128	803.5082565	2	2	1	121.67	0	121.67	2000	600	0	1	1	1	1	1	1	2	2	2	3	1	2	2	1	2	1	1	2	1	2	2	2	2	1
"317"	4	53	45	0	4	1	2	5	648.51214128	803.5082565	2	1	1	773.55	362.73	1136.28	2000	300	0	1	1	1	1	2	1	1	2	2	2	3	1	2	1	1	1	1	2	2	1	1	3	1	2
"318"	4	53	45	0	7	1	1	5	648.51214128	803.5082565	3	3	1	122.23	175.2	297.43	600	300	0	1	1	2	1	1	2	2	2	2	3	1	2	2	2	2	2	2	2	1	1	1	3	2	2
"319"	4	53	45	0	8	1	2	5	648.51214128	803.5082565	2	2	2	6943.45	0	6943.45	1500	500	1	1	1	1	1	1	1	2	2	2	3	1	2	2	1	2	2	1	2	1	2	2	1	2	2
"320"	4	53	45	0	9	1	2	5	648.51214128	803.5082565	2	2	2	1048.29	277.18	1325.46	1000	500	1	2	1	1	1	1	2	1	2	2	3	2	1	1	2	1	2	2	2	2	2	1	1	1	2
"321"	4	53	46	8	11	1	1	5	722.16743613	894.76736144	2	2	3	807.07	275.01	1082.08	3000	800	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	1	2	1	3	2	2
"322"	4	53	46	8	13	1	1	5	722.16743613	894.76736144	2	2	2	2280.88	0	2280.88	3000	1200	1	1	1	2	3	2	2	2	2	2	3	1	1	2	2	1	1	2	2	1	2	2	2	2	1
"323"	4	53	46	8	2	1	2	5	722.16743613	894.76736144	3	2	2	4305.15	416	4721.15	4000	1000	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	2	2	1	2	1	2	2	2
"324"	4	53	46	8	3	1	2	5	722.16743613	894.76736144	3	1	2	1520.74	0	1520.74	2000	400	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	2	2	2	1	1	2	3	2	2	2
"325"	4	53	46	8	4	1	1	5	722.16743613	894.76736144	5	3	1	9459.22	615.67	10074.89	6500	800	0	1	1	1	2	2	1	2	2	2	2	1	2	1	2	2	1	2	1	1	2	1	2	2	2
"326"	4	53	46	8	5	1	1	5	722.16743613	894.76736144	2	1	2	848	208	1056	2000	1000	1	1	1	1	2	1	1	2	2	2	2	1	1	2	2	1	2	2	1	1	2	2	2	2	2
"327"	4	53	46	8	7	1	1	5	722.16743613	894.76736144	2	2	2	4061.76	412	4473.76	3500	700	1	1	1	1	2	1	2	2	2	2	2	1	2	2	1	1	1	2	1	1	2	2	2	1	1
"328"	4	53	46	8	9	1	1	5	722.16743613	894.76736144	2	2	1	1059.11	0	1059.11	1000	300	0	1	1	1	1	2	1	2	2	2	1	1	2	2	1	2	2	2	1	2	2	2	2	2	2
"329"	4	53	47	6	1	1	1	5	567.75985663	703.45596246	2	2	1	1016.15	142.3	1158.45	7000	700	0	1	1	1	3	1	1	2	2	2	3	1	1	2	1	2	1	2	2	1	2	2	2	1	1
"330"	4	53	47	6	11	1	3	5	567.75985663	703.45596246	4	3	1	1496.78	68.36	1565.14	3000	700	0	2	1	1	1	1	1	2	1	2	1	1	1	2	2	2	2	2	2	2	2	1	2	2	2
"331"	4	53	47	6	12	1	1	5	567.75985663	703.45596246	2	2	2	865.48	306	1171.48	1000	400	1	1	1	1	3	1	1	2	2	2	3	1	2	2	2	2	2	2	1	1	2	2	2	1	2
"332"	4	53	47	6	2	1	1	5	567.75985663	703.45596246	3	3	1	3106	0	3106	3000	600	0	1	2	2	2	1	1	2	2	2	2	1	2	2	2	2	1	2	2	1	2	1	2	1	1
"333"	4	53	47	6	3	1	1	5	567.75985663	703.45596246	3	1	2	1947.41	357.11	2304.52	3000	900	1	1	2	1	2	1	1	2	3	2	3	1	1	2	2	2	1	1	2	1	2	2	2	1	1
"334"	4	53	47	6	4	1	1	5	567.75985663	703.45596246	1	2	2	964.6	0	964.6	1500	400	1	1	1	2	2	1	1	2	2	2	2	1	1	2	1	1	1	1	2	1	2	3	2	2	1
"335"	4	53	47	6	5	1	3	5	567.75985663	703.45596246	2	1	2	340.98	492.98	833.97	1500	500	1	1	1	1	2	1	1	2	1	2	2	2	1	2	2	2	2	2	1	1	2	3	2	1	1
"336"	4	53	47	6	6	1	1	5	567.75985663	703.45596246	2	1	2	1391.45	3.3	1394.75	2500	600	1	1	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	1	2	2	2	1	1
"337"	4	53	48	4	10	1	1	5	653.67411536	809.90395603	3	3	2	3232.4	0	3232.4	5000	800	3	1	1	1	1	2	1	2	2	2	3	1	2	1	2	1	1	2	1	1	2	1	3	1	1
"338"	4	53	48	4	11	1	1	5	653.67411536	809.90395603	3	1	2	450	117.04	567.04	800	400	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	2	2	3	1	3
"339"	4	53	48	4	3	1	2	5	653.67411536	809.90395603	2	1	2	209	493.7	702.7	1200	600	1	1	1	1	2	1	1	2	2	2	1	2	2	2	2	1	1	2	2	1	2	2	1	1	1
"340"	4	53	48	4	4	1	1	5	653.67411536	809.90395603	3	3	2	1973.06	203	2176.06	1000	500	1	1	1	1	2	1	1	2	3	3	1	2	1	1	2	2	1	1	2	1	2	2	3	1	1
"341"	4	53	48	4	6	1	1	5	653.67411536	809.90395603	1	1	2	1081.48	18.36	1099.84	1500	400	1	2	1	1	1	1	1	2	2	1	3	1	2	2	2	2	2	2	2	2	2	3	1	1	2
"342"	4	53	48	4	7	1	1	5	653.67411536	809.90395603	3	2	1	4517.34	378.88	4896.22	5000	1000	0	1	1	1	2	1	1	2	2	2	3	1	2	2	2	2	2	2	2	1	2	2	2	2	2
"343"	4	53	48	4	9	1	1	5	653.67411536	809.90395603	2	0	0	955.98	0	955.98	830	500	0	1	1	1	2	2	1	2	2	1	3	2	2	2	2	2	2	1	1	1	1	2	2	1	1
"344"	4	53	49	2	1	1	1	5	530.04015193	656.72114868	3	2	2	444	68.1	512.1	1500	200	1	1	1	2	1	1	1	2	1	2	2	1	2	2	2	2	2	2	2	1	2	3	2	2	2
"345"	4	53	49	2	11	1	2	5	530.04015193	656.72114868	2	1	2	340.27	105.75	446.02	1500	500	1	1	1	1	1	1	1	2	1	1	3	1	2	1	2	2	2	2	2	1	2	1	2	2	2
"346"	4	53	49	2	13	1	2	5	530.04015193	656.72114868	4	3	1	1589.95	0	1589.95	800	200	0	1	2	1	2	1	1	2	2	2	0	2	1	2	2	1	2	2	2	1	2	1	3	2	2
"347"	4	53	49	2	2	1	2	5	530.04015193	656.72114868	3	3	2	2709	416	3125	2100	600	3	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	2	1	2	1	2	2	2
"348"	4	53	49	2	3	1	1	5	530.04015193	656.72114868	2	2	2	1243.85	315.38	1559.23	1500	600	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	2	2	1	2	1	3	1	2
"349"	4	53	49	2	5	1	1	5	530.04015193	656.72114868	4	3	1	1424	309	1733	0	1000	0	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	2	2	1	2	1	2	2	2
"350"	4	53	49	2	6	1	1	5	530.04015193	656.72114868	1	2	2	1400.46	309	1709.46	800	300	1	1	1	1	2	1	1	2	1	2	1	1	2	2	2	2	2	2	2	1	2	3	3	2	2
"351"	4	53	49	2	7	1	1	5	530.04015193	656.72114868	3	2	1	575.95	289.26	865.21	1000	300	0	1	1	1	2	1	1	1	1	1	3	1	2	2	2	1	1	2	2	1	2	2	3	1	2
"352"	4	53	49	2	8	1	1	5	530.04015193	656.72114868	4	2	2	1136.43	313.07	1449.49	5000	300	2	1	2	1	2	2	1	2	2	2	2	2	2	1	2	1	1	2	2	1	1	2	3	2	2
"353"	4	53	50	6	10	1	1	5	558.06005812	691.43788648	3	3	2	1250.97	199.84	1450.81	1000	300	3	1	1	1	1	1	1	2	2	2	2	1	1	2	1	2	1	2	2	2	2	2	3	2	2
"354"	4	53	50	6	11	1	1	5	558.06005812	691.43788648	3	3	1	1822.5	279.1	2101.6	2000	600	0	1	1	1	1	1	2	1	2	2	3	1	2	2	2	2	1	2	2	2	2	1	3	2	2
"355"	4	53	50	6	12	1	1	5	558.06005812	691.43788648	2	1	2	1230.44	0	1230.44	2000	1500	1	1	1	1	2	1	1	2	2	2	3	1	1	1	2	2	2	2	1	1	2	3	2	2	1
"356"	4	53	50	6	13	1	1	5	558.06005812	691.43788648	3	3	1	8315.89	406.63	8722.51	10000	2000	0	1	1	1	1	1	1	2	1	2	3	1	1	1	2	2	2	2	2	1	2	1	3	2	2
"357"	4	53	50	6	2	1	1	5	558.06005812	691.43788648	3	2	2	227.33	260	487.33	2000	500	3	1	1	1	1	1	1	2	1	2	2	2	1	2	2	2	2	2	1	1	2	2	3	2	2
