"tipo_reg"	"cod_uf"	"num_seq"	"num_dv"	"cod_domc"	"num_uc"	"num_ext_renda"	"fator_expansao1"	"fator_expansao2"	"num_quadro"	"prod_num_quadro_grupo_pro"	"cod_item"	"cod_obtencao"	"val_despesa"	"fator_anual"	"num_deflator"	"val_despesa_corrigido"	"valor_anual_expandido2"	"cod_imput"	"renda_bruta_monetaria"	"renda_bruta_nao_monetaria"	"renda_total"	"metodo_quantkg"	"quant_kg"	"cod_local_compra"	"qtd_item"	"cod_unidade_medida"	"cod_peso_volume"
"6230"	11	53	116	2	4	1	9	47.25517076	58.54928142	69	66	201	5	2	52	1	2	6089.13	0	7753.94	202	7955.94	0	0.15	101	1.5	4504	0
"6231"	11	53	116	2	4	1	9	47.25517076	58.54928142	69	69	1002	5	5	52	1.06	5.3	16136.18	0	7753.94	202	7955.94	1	0.51	101	0.01	1901	0
"6232"	11	53	59	0	10	1	5	456.01724448	565.00657077	66	86	3901	1	2.09	52	1.02	2.13	62580.13	0	962.21	84.18	1046.39	-2	0	101	0	0	0
"6233"	11	53	59	0	10	1	5	456.01724448	565.00657077	66	78	2902	1	3.16	52	0.98	3.1	91079.06	0	962.21	84.18	1046.39	6	0.437	101	0.01	1901	8502
"6234"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	68	4201	1	0.87	52	1.01	0.88	25854.7	0	962.21	84.18	1046.39	0	0.98	101	9.8	4504	0
"6235"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	68	102	1	2.88	52	1.01	2.91	85496.79	0	962.21	84.18	1046.39	0	3.64	101	36.4	4504	0
"6236"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	68	201	1	2.23	52	1.43	3.19	93723.29	0	962.21	84.18	1046.39	0	2.825	101	28.25	4504	0
"6237"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	67	4101	1	0.54	52	1.01	0.55	16159.19	0	962.21	84.18	1046.39	0	1.38	101	13.8	4504	0
"6238"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	67	5101	1	2.46	52	1.75	4.31	126629.27	0	962.21	84.18	1046.39	0	2.48	101	24.8	4504	0
"6239"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	68	1802	1	2.14	52	0.97	2.08	61111.11	0	962.21	84.18	1046.39	0	2.71	101	27.1	4504	0
"6240"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	68	3201	1	1.07	52	1.01	1.08	31730.77	0	962.21	84.18	1046.39	0	1.815	101	18.15	4504	0
"6241"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	64	1101	1	1.98	52	1.35	2.67	78445.51	0	962.21	84.18	1046.39	0	1.995	101	19.95	4504	0
"6242"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	64	106	1	2.04	52	1.44	2.94	86378.2	0	962.21	84.18	1046.39	0	2.96	101	29.6	4504	0
"6243"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	68	3111	1	1.07	52	1.09	1.17	34375	0	962.21	84.18	1046.39	0	1.2	101	12	4504	0
"6244"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	67	5101	1	1.51	52	1.75	2.64	77564.1	0	962.21	84.18	1046.39	0	1.53	101	15.3	4504	0
"6245"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	67	5701	1	0.67	52	1.23	0.82	24091.88	0	962.21	84.18	1046.39	0	0.75	101	7.5	4504	0
"6246"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	68	2203	1	2.98	52	1.01	3.01	88434.83	0	962.21	84.18	1046.39	0	2.9	101	29	4504	0
"6247"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	68	3008	1	2.66	52	1.02	2.71	79620.73	0	962.21	84.18	1046.39	0	1.335	101	13.35	4504	0
"6248"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	67	5401	1	0.34	52	1.35	0.46	13514.96	0	962.21	84.18	1046.39	0	0.875	101	8.75	4504	0
"6249"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	68	3501	1	2.01	52	1.01	2.03	59642.09	0	962.21	84.18	1046.39	0	1.35	101	13.5	4504	0
"6250"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	80	2241	1	3.78	52	0.98	3.7	108707.26	0	962.21	84.18	1046.39	1	0.622	101	0.02	1305	0
"6251"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	82	2801	1	1.29	52	1.01	1.3	38194.44	0	962.21	84.18	1046.39	0	0.1	101	1	4504	0
"6252"	11	53	59	0	10	1	5	456.01724448	565.00657077	68	80	4801	1	6.96	52	0.98	6.82	200373.93	0	962.21	84.18	1046.39	0	1.6	101	0.04	1305	4302
"6253"	11	53	59	0	10	1	5	456.01724448	565.00657077	68	82	2409	1	2.34	52	1.01	2.36	69337.61	0	962.21	84.18	1046.39	0	0.15	101	0.06	1903	12502
"6254"	11	53	59	0	10	1	5	456.01724448	565.00657077	68	67	6205	1	4.45	52	0.98	4.36	128098.29	0	962.21	84.18	1046.39	0	0.645	101	6.45	4504	0
"6255"	11	53	59	0	10	1	5	456.01724448	565.00657077	68	63	3402	1	13.1	52	0.99	12.97	381063.03	0	962.21	84.18	1046.39	0	10	101	0.02	1305	804
"6256"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	86	2201	1	4.99	52	1	4.99	146607.9	0	962.21	84.18	1046.39	-2	0	101	0	0	0
"6257"	11	53	59	0	10	1	5	456.01724448	565.00657077	66	80	2233	1	3.98	52	0.98	3.9	114583.33	0	962.21	84.18	1046.39	0	0.8	101	0.02	1305	4302
"6258"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	79	111	1	17.88	52	1.01	18.06	530608.97	0	962.21	84.18	1046.39	0	12	101	0.01	201	35801
"6259"	11	53	59	0	10	1	5	456.01724448	565.00657077	67	67	4501	1	0.4	52	1.01	0.4	11752.14	0	962.21	84.18	1046.39	0	0.335	101	3.35	4504	0
"6260"	11	53	59	0	10	1	5	456.01724448	565.00657077	68	80	4801	1	3.78	52	0.98	3.7	108707.26	0	962.21	84.18	1046.39	0	0.78	101	0.02	1301	4501
"6261"	11	53	59	0	10	1	5	456.01724448	565.00657077	68	65	1601	1	4.18	52	0.97	4.05	118990.38	0	962.21	84.18	1046.39	1	2.066	101	0.02	1301	0
"6262"	11	53	59	0	10	1	5	456.01724448	565.00657077	64	67	1201	1	0.5	52	1.07	0.54	15865.38	0	962.21	84.18	1046.39	4	0.085	801	0.01	1101	0
"6263"	11	53	42	5	4	1	4	642.82555283	796.46255838	69	67	7603	1	8	52	1.01	8.08	334641.71	0	2655.63	26.67	2682.29	1	1.136	801	0.01	1701	0
"6264"	11	53	42	5	4	1	4	642.82555283	796.46255838	69	68	1102	1	2	52	1	2	82832.11	0	2655.63	26.67	2682.29	1	1.451	801	0.02	1501	0
"6265"	11	53	42	5	4	1	4	642.82555283	796.46255838	69	68	1802	1	2	52	1.03	2.06	85317.07	0	2655.63	26.67	2682.29	1	1.86	801	0.2	1901	0
"6266"	11	53	42	5	4	1	4	642.82555283	796.46255838	69	78	3302	1	2.89	52	0.98	2.83	117207.43	0	2655.63	26.67	2682.29	4	0.624	101	0.01	701	0
"6267"	11	53	42	5	4	1	4	642.82555283	796.46255838	69	85	201	1	3.3	52	1	3.3	136672.98	0	2655.63	26.67	2682.29	0	0.3	101	3	4501	0
"6268"	11	53	42	5	4	1	4	642.82555283	796.46255838	63	63	1634	1	2	52	1	2	82832.11	0	2655.63	26.67	2682.29	0	1	801	0.01	4805	0
"6269"	11	53	42	5	4	1	4	642.82555283	796.46255838	63	65	1519	1	2	52	0.99	1.98	82003.79	0	2655.63	26.67	2682.29	0	1	801	0.01	4805	0
"6270"	11	53	42	5	4	1	4	642.82555283	796.46255838	68	81	2210	1	4	52	0.99	3.96	164007.57	0	2655.63	26.67	2682.29	0	0.5	901	0.01	4805	0
"6271"	11	53	42	5	4	1	4	642.82555283	796.46255838	69	71	4101	1	10	52	1.04	10.4	430726.95	0	2655.63	26.67	2682.29	0	1.3	801	0.01	4805	0
"6272"	11	53	42	5	4	1	4	642.82555283	796.46255838	69	79	101	1	1.59	52	1.01	1.61	66679.85	0	2655.63	26.67	2682.29	0	1	101	0.01	4701	0
"6273"	11	53	42	5	4	1	4	642.82555283	796.46255838	65	78	201	1	6.28	52	1	6.28	260092.81	0	2655.63	26.67	2682.29	1	1.524	101	0.01	1901	0
"6274"	11	53	42	5	5	1	4	642.82555283	796.46255838	67	68	1102	1	1.62	52	0.99	1.6	66265.68	0	1590	887	2477	0	1	101	0.01	4803	0
"6275"	11	53	42	5	5	1	4	642.82555283	796.46255838	65	79	1507	1	2.49	52	0.99	2.47	102297.65	0	1590	887	2477	0	0.25	101	0.01	2201	6101
"6276"	11	53	42	5	5	1	4	642.82555283	796.46255838	67	68	3008	1	1.73	52	1.09	1.89	78276.34	0	1590	887	2477	0	0.8	101	8	4504	0
"6277"	11	53	42	5	5	1	4	642.82555283	796.46255838	66	79	110	1	1.39	52	1.01	1.4	57982.47	0	1590	887	2477	0	1	301	0.01	4701	0
"6278"	11	53	42	5	5	1	4	642.82555283	796.46255838	66	80	138	1	0.75	52	1	0.75	31062.04	0	1590	887	2477	1	0.182	301	0.02	1903	0
"6279"	11	53	42	5	5	1	4	642.82555283	796.46255838	64	82	2408	1	0.98	52	1	0.98	40587.73	0	1590	887	2477	1	0.07	101	0.02	1306	0
"6280"	11	53	42	5	5	1	4	642.82555283	796.46255838	69	80	101	1	0.98	52	1	0.98	40587.73	0	1590	887	2477	0	0.15	301	0.03	1903	11401
"6281"	11	53	42	5	5	1	4	642.82555283	796.46255838	69	81	2204	1	6	52	0.98	5.88	243526.39	0	1590	887	2477	0	0.5	901	0.01	4803	0
"6282"	11	53	42	5	5	1	4	642.82555283	796.46255838	69	71	8901	1	28	52	1.09	30.52	1264017.94	0	1590	887	2477	0	2	901	0.02	4803	0
"6283"	11	53	42	5	5	1	4	642.82555283	796.46255838	68	82	2408	1	0.98	52	1	0.98	40587.73	0	1590	887	2477	1	0.07	101	0.02	1306	0
"6284"	11	53	42	5	5	1	4	642.82555283	796.46255838	68	68	201	1	2.78	52	0.98	2.72	112651.66	0	1590	887	2477	0	1.6	101	0.02	4803	0
"6285"	11	53	42	5	5	1	4	642.82555283	796.46255838	68	68	3008	1	2.69	52	1.09	2.93	121349.04	0	1590	887	2477	0	0.9	101	9	4504	0
"6286"	11	53	42	5	5	1	4	642.82555283	796.46255838	68	80	801	1	1.52	52	1.03	1.57	65023.2	0	1590	887	2477	0	0.118	101	1.18	4504	0
"6287"	11	53	42	5	5	1	4	642.82555283	796.46255838	68	80	101	1	1.19	52	1	1.19	49285.1	0	1590	887	2477	0	0.2	101	0.04	1903	11401
"6288"	11	53	42	5	5	1	4	642.82555283	796.46255838	68	79	110	1	1.39	52	1.01	1.4	57982.47	0	1590	887	2477	0	1	101	0.01	4701	0
"6289"	11	53	42	5	5	1	4	642.82555283	796.46255838	67	80	801	1	2	52	1.03	2.06	85317.07	0	1590	887	2477	1	0.206	101	0.08	1903	0
"6290"	11	53	42	5	5	1	4	642.82555283	796.46255838	67	80	101	1	0.83	52	1	0.83	34375.32	0	1590	887	2477	6	0.201	101	0.02	1903	11401
"6291"	11	53	42	5	5	1	4	642.82555283	796.46255838	67	79	110	1	2.78	52	1.01	2.81	116379.11	0	1590	887	2477	0	2	101	0.02	4704	0
"6292"	11	53	42	5	5	1	4	642.82555283	796.46255838	65	80	801	1	1.05	52	1.03	1.08	44729.34	0	1590	887	2477	1	0.108	301	0.02	1903	0
"6293"	11	53	42	5	5	1	4	642.82555283	796.46255838	65	80	138	1	0.75	52	1	0.75	31062.04	0	1590	887	2477	1	0.182	301	0.04	1903	0
"6294"	11	53	101	4	8	1	8	205.68568122	254.84510248	65	80	2233	1	3.89	52	0.99	3.85	51019.99	3	2713.85	2520.47	5234.32	0	0.5	101	0.01	1301	3402
"6295"	11	53	101	4	8	1	8	205.68568122	254.84510248	65	69	821	1	9.98	52	1	9.98	132254.41	3	2713.85	2520.47	5234.32	0	0.8	101	0.02	2203	4302
"6296"	11	53	101	4	8	1	8	205.68568122	254.84510248	65	78	205	1	7.18	52	0.99	7.11	94221.33	3	2713.85	2520.47	5234.32	0	2	101	0.02	4806	0
"6297"	11	53	101	4	8	1	8	205.68568122	254.84510248	66	82	101	1	3.5	52	0.97	3.4	45056.61	3	2713.85	2520.47	5234.32	0	2	101	0.01	901	13504
"6298"	11	53	102	2	1	1	8	299.00264633	370.46506881	66	68	201	1	1	52	1.23	1.23	23694.95	0	3247.08	149.4	3396.48	4	5.976	1201	0.06	703	0
"6299"	11	53	102	2	1	1	8	299.00264633	370.46506881	63	80	2301	6	1.99	52	1.02	2.03	39106.29	0	3247.08	149.4	3396.48	0	0.18	101	0.01	1301	7302
"6300"	11	53	102	2	1	1	8	299.00264633	370.46506881	63	80	2233	5	2.59	52	1.02	2.64	50857.44	0	3247.08	149.4	3396.48	0	0.4	101	0.01	1301	4302
"6301"	11	53	102	2	1	1	8	299.00264633	370.46506881	63	80	2301	6	1.99	52	1.02	2.03	39106.29	0	3247.08	149.4	3396.48	0	0.18	101	0.01	1301	7302
"6302"	11	53	102	2	1	1	8	299.00264633	370.46506881	63	86	3901	1	1.99	52	1.07	2.13	41032.71	0	3247.08	149.4	3396.48	-2	0	101	0	0	0
"6303"	11	53	102	2	1	1	8	299.00264633	370.46506881	63	89	1201	5	1.99	52	1.05	2.09	40262.14	0	3247.08	149.4	3396.48	-2	0	101	0	0	0
"6304"	11	53	102	2	1	1	8	299.00264633	370.46506881	63	69	1235	5	0.99	52	1.03	1.02	19649.47	0	3247.08	149.4	3396.48	0	0.4	101	0.01	2001	4302
"6305"	11	53	102	2	1	1	8	299.00264633	370.46506881	63	67	4501	5	0.15	52	1.03	0.15	2889.63	0	3247.08	149.4	3396.48	1	0.068	101	0.01	1901	0
"6306"	11	53	102	2	1	1	8	299.00264633	370.46506881	63	68	3201	5	0.4	52	1.03	0.41	7898.32	0	3247.08	149.4	3396.48	1	0.214	101	0.01	1901	0
"6307"	11	53	102	2	1	1	8	299.00264633	370.46506881	63	67	5701	5	0.15	52	0.76	0.11	2119.06	0	3247.08	149.4	3396.48	1	0.061	101	0.02	1903	0
"6308"	11	53	102	2	1	1	8	299.00264633	370.46506881	63	64	101	5	0.35	52	0.99	0.35	6742.46	0	3247.08	149.4	3396.48	1	0.216	101	0.02	1903	0
"6309"	11	53	102	2	1	1	8	299.00264633	370.46506881	63	68	2101	5	0.35	52	1.03	0.36	6935.11	0	3247.08	149.4	3396.48	1	0.189	101	0.03	1903	0
"6310"	11	53	102	2	1	1	8	299.00264633	370.46506881	64	80	2231	1	0.9	52	1.02	0.92	17723.05	0	3247.08	149.4	3396.48	0	0.12	301	0.03	1306	11802
"6311"	11	53	102	2	1	1	8	299.00264633	370.46506881	64	80	2341	1	0.6	52	1.02	0.61	11751.15	0	3247.08	149.4	3396.48	0	0.14	301	0.01	1301	8002
"6312"	11	53	102	2	1	1	8	299.00264633	370.46506881	65	68	1802	1	1	52	0.98	0.98	18878.9	0	3247.08	149.4	3396.48	1	0.885	1201	0.06	1903	0
"6313"	11	53	102	2	1	1	8	299.00264633	370.46506881	65	68	1101	1	1	52	1.03	1.03	19842.11	0	3247.08	149.4	3396.48	1	0.747	1201	0.02	703	0
"6314"	11	53	102	2	1	1	8	299.00264633	370.46506881	65	85	201	1	2	52	1.07	2.14	41225.35	0	3247.08	149.4	3396.48	0	0.15	301	0.03	1306	11402
"6315"	11	53	102	2	1	1	8	299.00264633	370.46506881	65	82	2408	1	1.28	52	1.02	1.31	25236.08	0	3247.08	149.4	3396.48	0	0.09	301	0.02	3102	11602
"6316"	11	53	102	2	1	1	8	299.00264633	370.46506881	65	71	1501	1	2.26	52	1.21	2.73	52591.22	0	3247.08	149.4	3396.48	0	0.5	604	5	4504	0
"6317"	11	53	102	2	1	1	8	299.00264633	370.46506881	65	70	1701	1	0.49	52	1.03	0.5	9632.09	0	3247.08	149.4	3396.48	0	0.02	601	0.01	3102	12702
"6318"	11	53	102	2	1	1	8	299.00264633	370.46506881	65	86	204	1	1.69	52	1.01	1.71	32941.75	0	3247.08	149.4	3396.48	-2	0	604	0	0	0
"6319"	11	53	102	2	1	1	8	299.00264633	370.46506881	66	80	4701	1	1.5	52	1.03	1.55	29859.48	0	3247.08	149.4	3396.48	0	0.2	301	0.05	1903	11802
"6320"	11	53	102	2	1	1	8	299.00264633	370.46506881	66	65	3405	1	1.79	52	1.02	1.83	35253.46	0	3247.08	149.4	3396.48	0	0.4	601	0.01	1301	4301
"6321"	11	53	102	2	1	1	8	299.00264633	370.46506881	66	77	2801	1	1.85	52	1.03	1.91	36794.59	0	3247.08	149.4	3396.48	0	0.5	601	5	4504	0
"6322"	11	53	102	2	1	1	8	299.00264633	370.46506881	66	82	2501	1	2.89	52	0.97	2.8	53939.71	0	3247.08	149.4	3396.48	0	0.5	601	0.01	1301	3401
"6323"	11	53	102	2	1	1	8	299.00264633	370.46506881	67	80	801	1	0.6	52	1.07	0.64	12329.08	0	3247.08	149.4	3396.48	0	0.18	301	0.06	1903	12302
"6324"	11	53	102	2	1	1	8	299.00264633	370.46506881	68	80	2228	5	2.2	52	1.02	2.24	43151.77	0	3247.08	149.4	3396.48	0	0.18	305	0.02	1903	9402
"6325"	11	53	11	5	16	1	2	789.76507937	978.52102	67	70	2201	1	2.87	52	0.99	2.84	144507.98	0	2760.26	408	3168.26	1	0.038	101	0.07	1305	0
"6326"	11	53	11	5	16	1	2	789.76507937	978.52102	67	81	2701	1	4.95	52	0.98	4.85	246783	0	2760.26	408	3168.26	6	0.49	101	1	4504	0
"6327"	11	53	11	5	16	1	2	789.76507937	978.52102	67	69	6406	1	1.58	52	0.82	1.3	66148.02	0	2760.26	408	3168.26	1	0.21	101	0.02	1903	0
"6328"	11	53	11	5	16	1	2	789.76507937	978.52102	67	69	6401	1	3.95	52	0.82	3.24	164861.22	0	2760.26	408	3168.26	1	0.523	101	0.02	1901	0
"6329"	11	53	11	5	16	1	2	789.76507937	978.52102	67	69	7301	1	8.5	52	0.82	6.97	354655.16	0	2760.26	408	3168.26	0	0.36	101	0.02	2201	7302
"6330"	11	53	11	5	16	1	2	789.76507937	978.52102	67	77	601	1	7.98	52	0.99	7.9	401976.44	0	2760.26	408	3168.26	0	0.2	101	0.02	2109	9202
"6331"	11	53	11	5	16	1	2	789.76507937	978.52102	65	83	101	1	130	52	0.99	128.7	6548654.07	0	2760.26	408	3168.26	0	14.4	2005	0.24	901	15202
"6332"	11	53	11	5	16	1	2	789.76507937	978.52102	67	65	702	1	1.93	52	0.99	1.91	97186.71	0	2760.26	408	3168.26	0	0.2	101	0.01	201	6902
"6333"	11	53	11	5	16	1	2	789.76507937	978.52102	67	70	8901	1	5.49	52	0.99	5.44	276804.03	0	2760.26	408	3168.26	1	1.214	101	0.01	901	0
"6334"	11	53	11	5	16	1	2	789.76507937	978.52102	67	82	102	1	3.38	52	0.97	3.28	166896.55	0	2760.26	408	3168.26	0	1.2	101	0.02	906	15202
"6335"	11	53	11	5	16	1	2	789.76507937	978.52102	69	64	1201	1	0.96	52	0.99	0.95	48338.94	0	2760.26	408	3168.26	0	0.3	801	3	4504	0
"6336"	11	53	11	5	16	1	2	789.76507937	978.52102	67	78	707	1	6.99	52	0.96	6.71	341425.55	0	2760.26	408	3168.26	0	1	101	0.01	4805	0
"6337"	11	53	11	5	16	1	2	789.76507937	978.52102	67	79	1203	1	7.77	52	0.99	7.69	391290.99	0	2760.26	408	3168.26	0	1.4	101	0.07	1903	6901
"6338"	11	53	11	5	16	1	2	789.76507937	978.52102	67	79	1507	1	9.15	52	0.99	9.06	461000.82	0	2760.26	408	3168.26	0	0.6	101	0.03	1004	6902
"6339"	11	53	11	5	16	1	2	789.76507937	978.52102	67	79	1201	1	3.79	52	0.99	3.75	190811.6	0	2760.26	408	3168.26	1	0.781	101	0.01	3701	0
"6340"	11	53	11	5	16	1	2	789.76507937	978.52102	67	69	7201	1	10.73	52	0.82	8.8	447771.22	0	2760.26	408	3168.26	1	0.29	101	0.03	204	17202
"6341"	11	53	11	5	16	1	2	789.76507937	978.52102	67	77	103	1	9.39	52	0.99	9.3	473212.77	0	2760.26	408	3168.26	0	0.5	101	0.01	2103	3402
"6342"	11	53	11	5	16	1	2	789.76507937	978.52102	69	67	5101	1	5.32	52	1.15	6.12	311404.53	0	2760.26	408	3168.26	0	1.4	801	0.01	4805	0
"6343"	11	53	11	5	3	1	2	789.76507937	978.52102	66	68	1201	1	3.04	52	1.03	3.13	159264.08	0	11357	1931.33	13288.33	6	2.108	1202	9.55	4504	0
"6344"	11	53	11	5	3	1	2	789.76507937	978.52102	64	81	2901	1	2.64	52	1	2.64	134331.37	0	11357	1931.33	13288.33	0	0.252	101	2.52	4504	0
"6345"	11	53	11	5	3	1	2	789.76507937	978.52102	64	79	1803	1	10.93	52	1	10.93	556152.21	0	11357	1931.33	13288.33	0	1.062	101	10.62	4504	0
"6346"	11	53	11	5	3	1	2	789.76507937	978.52102	64	79	1507	1	9.8	52	1	9.8	498654.31	0	11357	1931.33	13288.33	0	1	101	0.02	2201	3402
"6347"	11	53	11	5	3	1	2	789.76507937	978.52102	64	81	2102	1	2.08	52	1.01	2.1	106854.5	0	11357	1931.33	13288.33	0	0.485	101	4.85	4504	0
"6348"	11	53	11	5	3	1	2	789.76507937	978.52102	65	82	102	1	3.5	52	0.97	3.4	173002.52	0	11357	1931.33	13288.33	0	2	301	0.01	901	13502
"6349"	11	53	11	5	3	1	2	789.76507937	978.52102	65	80	105	1	2	52	1	2	101766.19	0	11357	1931.33	13288.33	0	0.4	301	0.08	1903	11402
"6350"	11	53	11	5	3	1	2	789.76507937	978.52102	66	68	3601	1	6.91	52	1.35	9.33	474739.26	0	11357	1931.33	13288.33	0	1.385	1202	13.85	4504	0
"6351"	11	53	11	5	3	1	2	789.76507937	978.52102	66	67	5001	1	1.21	52	1.05	1.27	64621.53	0	11357	1931.33	13288.33	0	0.405	1202	4.05	4504	0
"6352"	11	53	11	5	3	1	2	789.76507937	978.52102	66	68	2001	1	0.74	52	1	0.74	37653.49	0	11357	1931.33	13288.33	0	0.63	1202	6.3	4504	0
"6353"	11	53	11	5	3	1	2	789.76507937	978.52102	66	67	5201	1	0.8	52	1.05	0.84	42741.8	0	11357	1931.33	13288.33	0	0.27	1202	2.7	4501	0
"6354"	11	53	11	5	3	1	2	789.76507937	978.52102	66	67	4001	1	0.58	52	1.05	0.61	31038.69	0	11357	1931.33	13288.33	0	0.39	1202	3.9	4504	0
"6355"	11	53	11	5	3	1	2	789.76507937	978.52102	66	68	401	1	2.67	52	1	2.67	135857.86	0	11357	1931.33	13288.33	0	0.84	1202	8.4	4504	0
"6356"	11	53	80	8	6	1	5	650.66666667	806.17771915	63	78	403	1	14	52	0.99	13.86	581028.41	3	5880	342.88	6222.88	0	2	101	0.02	4302	1704
"6357"	11	53	80	8	6	1	5	650.66666667	806.17771915	63	71	1601	1	16.9	52	1.04	17.58	736975.42	3	5880	342.88	6222.88	0	1	101	0.01	4803	0
"6358"	11	53	80	8	6	1	5	650.66666667	806.17771915	63	86	1801	1	1.96	52	0.97	1.9	79650.36	3	5880	342.88	6222.88	-2	0	101	0	0	0
"6359"	11	53	80	8	6	1	5	650.66666667	806.17771915	63	86	2505	1	22.9	52	1	22.9	959996.43	3	5880	342.88	6222.88	-2	0	101	0	0	0
"6360"	11	53	80	8	6	1	5	650.66666667	806.17771915	63	86	6312	1	1.99	52	1	1.99	83423.27	3	5880	342.88	6222.88	-2	0	101	0	0	0
"6361"	11	53	80	8	6	1	5	650.66666667	806.17771915	63	86	704	1	3.15	52	1	3.15	132051.91	3	5880	342.88	6222.88	-2	0	101	0	0	0
"6362"	11	53	80	8	6	1	5	650.66666667	806.17771915	63	86	201	1	1.99	52	0.98	1.95	81746.42	3	5880	342.88	6222.88	-2	0	101	0	0	0
"6363"	11	53	80	8	6	1	5	650.66666667	806.17771915	63	86	4603	1	2.29	52	1	2.29	95999.64	3	5880	342.88	6222.88	-2	0	101	0	0	0
"6364"	11	53	80	8	6	1	5	650.66666667	806.17771915	63	83	101	1	14.89	52	1	14.89	624207.28	3	5880	342.88	6222.88	1	4.071	101	0.01	201	17802
"6365"	11	53	80	8	6	1	5	650.66666667	806.17771915	64	85	903	1	25	52	1	25	1048031.03	3	5880	342.88	6222.88	1	1.962	4903	0.01	1902	0
"6366"	11	53	80	8	6	1	5	650.66666667	806.17771915	65	83	2415	1	15.9	52	0.97	15.42	646425.54	3	5880	342.88	6222.88	0	0.75	101	0.01	903	14701
"6367"	11	53	80	8	6	1	5	650.66666667	806.17771915	65	77	5401	1	10.9	52	0.99	10.79	452330.19	3	5880	342.88	6222.88	0	0.5	101	0.01	4302	3401
"6368"	11	53	80	8	6	1	5	650.66666667	806.17771915	65	80	3601	1	2.19	52	1	2.19	91807.52	3	5880	342.88	6222.88	0	0.1	101	0.01	1901	9202
"6369"	11	53	80	8	6	1	5	650.66666667	806.17771915	67	65	3401	1	1.95	52	0.99	1.93	80908	3	5880	342.88	6222.88	0	0.5	101	0.01	4302	3402
"6370"	11	53	80	8	6	1	5	650.66666667	806.17771915	67	77	201	1	3.28	52	1	3.28	137501.67	3	5880	342.88	6222.88	0	0.4	101	0.01	1301	4304
"6371"	11	53	80	8	6	1	5	650.66666667	806.17771915	67	70	4801	1	8.07	52	1	8.07	338304.42	3	5880	342.88	6222.88	0	1.7	101	0.05	1001	5102
"6372"	11	53	80	8	6	1	5	650.66666667	806.17771915	67	79	2403	1	5.68	52	1	5.68	238112.65	3	5880	342.88	6222.88	0	0.2	101	0.02	4302	9202
"6373"	11	53	80	8	6	1	5	650.66666667	806.17771915	67	70	8402	1	5.38	52	1	5.38	225536.28	3	5880	342.88	6222.88	6	0.538	101	0.01	1301	10802
"6374"	11	53	80	8	6	1	5	650.66666667	806.17771915	67	81	501	1	5.15	52	1	5.15	215894.39	3	5880	342.88	6222.88	0	0.672	101	0.01	4302	2701
"6375"	11	53	80	8	6	1	5	650.66666667	806.17771915	67	81	4904	1	3.29	52	0.99	3.26	136663.25	3	5880	342.88	6222.88	0	0.3	101	0.01	4302	5401
"6376"	11	53	80	8	6	1	5	650.66666667	806.17771915	67	63	2101	1	3.59	52	1.05	3.77	158043.08	3	5880	342.88	6222.88	0	1	101	0.01	1301	1702
"6377"	11	53	80	8	6	1	5	650.66666667	806.17771915	67	82	2503	1	5.89	52	0.99	5.83	244400.84	3	5880	342.88	6222.88	0	0.5	101	0.01	1301	3402
"6378"	11	53	80	8	6	1	5	650.66666667	806.17771915	67	80	505	1	2.89	52	1	2.89	121152.39	3	5880	342.88	6222.88	0	0.5	101	0.01	1301	3402
"6379"	11	53	80	8	7	1	5	650.66666667	806.17771915	63	79	1804	1	2.1	52	1	2.1	88034.61	0	1200	500	1700	0	0.16	101	0	4803	0
"6380"	11	53	80	8	7	1	5	650.66666667	806.17771915	63	80	101	1	1	52	1	1	41921.24	0	1200	500	1700	0	0.25	301	0	4803	0
"6381"	11	53	80	8	7	1	5	650.66666667	806.17771915	63	67	5101	1	2.34	52	1.15	2.69	112768.14	0	1200	500	1700	0	1.31	101	0.01	4803	0
"6382"	11	53	80	8	7	1	5	650.66666667	806.17771915	63	64	101	1	3.1	52	0.77	2.39	100191.77	0	1200	500	1700	0	1.08	101	0.01	4803	0
"6383"	11	53	80	8	7	1	5	650.66666667	806.17771915	63	68	201	1	1.13	52	0.99	1.12	46951.79	0	1200	500	1700	0	1.43	101	0.01	4803	0
"6384"	11	53	80	8	7	1	5	650.66666667	806.17771915	63	67	3901	1	1.93	52	1.1	2.12	88873.03	0	1200	500	1700	0	0.75	101	0.01	4803	0
